Plot	Plot_bexis	Function_Name	Function_Year	Value	Year	Dataset_ID	Dataset_Version
AEW06	AEW6	fine_roots_N	fine_roots_N	8.0939312702	2011	19230	3
HEW17	HEW17	fine_roots_N	fine_roots_N	9.8645891743	2011	19230	3
HEW41	HEW41	fine_roots_N	fine_roots_N	12.0967510289	2011	19230	3
AEW37	AEW37	fine_roots_N	fine_roots_N	11.3499279443	2011	19230	3
AEW16	AEW16	fine_roots_N	fine_roots_N	10.0845202004	2011	19230	3
SEW46	SEW46	fine_roots_N	fine_roots_N	18.2363209318	2011	19230	3
AEW45	AEW45	fine_roots_N	fine_roots_N	13.5259943037	2011	19230	3
HEW06	HEW6	fine_roots_N	fine_roots_N	11.3789167557	2011	19230	3
HEW36	HEW36	fine_roots_N	fine_roots_N	9.6988076116	2011	19230	3
AEW38	AEW38	fine_roots_N	fine_roots_N	8.955692076	2011	19230	3
HEW45	HEW45	fine_roots_N	fine_roots_N	11.5370186558	2011	19230	3
AEW04	AEW4	fine_roots_N	fine_roots_N	16.2134830644	2011	19230	3
SEW34	SEW34	fine_roots_N	fine_roots_N	11.6354621515	2011	19230	3
SEW44	SEW44	fine_roots_N	fine_roots_N	9.7285263151	2011	19230	3
AEW03	AEW3	fine_roots_N	fine_roots_N	10.9221462332	2011	19230	3
AEW46	AEW46	fine_roots_N	fine_roots_N	10.6415703703	2011	19230	3
SEW43	SEW43	fine_roots_N	fine_roots_N	14.3245942491	2011	19230	3
AEW23	AEW23	fine_roots_N	fine_roots_N	10.6275989944	2011	19230	3
AEW12	AEW12	fine_roots_N	fine_roots_N	11.9438395817	2011	19230	3
HEW33	HEW33	fine_roots_N	fine_roots_N	12.7941735094	2011	19230	3
SEW02	SEW2	fine_roots_N	fine_roots_N	12.298655346	2011	19230	3
SEW42	SEW42	fine_roots_N	fine_roots_N	17.1213716611	2011	19230	3
HEW43	HEW43	fine_roots_N	fine_roots_N	10.9057259684	2011	19230	3
SEW21	SEW21	fine_roots_N	fine_roots_N	13.9610544993	2011	19230	3
HEW01	HEW1	fine_roots_N	fine_roots_N	14.9597711962	2011	19230	3
HEW42	HEW42	fine_roots_N	fine_roots_N	13.2794917765	2011	19230	3
AEW47	AEW47	fine_roots_N	fine_roots_N	10.015883281	2011	19230	3
SEW41	SEW41	fine_roots_N	fine_roots_N	14.7415873103	2011	19230	3
AEW17	AEW17	fine_roots_N	fine_roots_N	23.3644630171	2011	19230	3
SEW47	SEW47	fine_roots_N	fine_roots_N	13.4335893844	2011	19230	3
HEW07	HEW7	fine_roots_N	fine_roots_N	14.2304026281	2011	19230	3
HEW30	HEW30	fine_roots_N	fine_roots_N	13.5440549665	2011	19230	3
SEW50	SEW50	fine_roots_N	fine_roots_N	12.5980265605	2011	19230	3
HEW40	HEW40	fine_roots_N	fine_roots_N	14.8883107127	2011	19230	3
SEW06	SEW6	fine_roots_N	fine_roots_N	13.3866384207	2011	19230	3
HEW02	HEW2	fine_roots_N	fine_roots_N	13.6435725448	2011	19230	3
AEW48	AEW48	fine_roots_N	fine_roots_N	13.9583647103	2011	19230	3
SEW38	SEW38	fine_roots_N	fine_roots_N	17.312320415	2011	19230	3
AEW18	AEW18	fine_roots_N	fine_roots_N	12.1330381677	2011	19230	3
HEW25	HEW25	fine_roots_N	fine_roots_N	13.5756141546	2011	19230	3
SEW16	SEW16	fine_roots_N	fine_roots_N	11.6011531756	2011	19230	3
AEW34	AEW34	fine_roots_N	fine_roots_N	10.7445140794	2011	19230	3
SEW33	SEW33	fine_roots_N	fine_roots_N	NA	2011	19230	3
AEW43	AEW43	fine_roots_N	fine_roots_N	14.5203576968	2011	19230	3
SEW07	SEW7	fine_roots_N	fine_roots_N	16.805006225	2011	19230	3
SEW36	SEW36	fine_roots_N	fine_roots_N	13.6138091176	2011	19230	3
HEW46	HEW46	fine_roots_N	fine_roots_N	12.487557083	2011	19230	3
SEW12	SEW12	fine_roots_N	fine_roots_N	8.0493212901	2011	19230	3
SEW22	SEW22	fine_roots_N	fine_roots_N	13.731355161	2011	19230	3
AEW44	AEW44	fine_roots_N	fine_roots_N	10.5693819503	2011	19230	3
SEW45	SEW45	fine_roots_N	fine_roots_N	14.3359868223	2011	19230	3
AEW35	AEW35	fine_roots_N	fine_roots_N	11.1979785538	2011	19230	3
SEW31	SEW31	fine_roots_N	fine_roots_N	14.8974190073	2011	19230	3
HEW04	HEW4	fine_roots_N	fine_roots_N	11.5131807248	2011	19230	3
HEW39	HEW39	fine_roots_N	fine_roots_N	13.3693539978	2011	19230	3
SEW04	SEW4	fine_roots_N	fine_roots_N	15.4098314163	2011	19230	3
SEW37	SEW37	fine_roots_N	fine_roots_N	13.9491878282	2011	19230	3
SEW03	SEW3	fine_roots_N	fine_roots_N	13.4680269958	2011	19230	3
HEW23	HEW23	fine_roots_N	fine_roots_N	13.9388632556	2011	19230	3
HEW44	HEW44	fine_roots_N	fine_roots_N	10.7363542906	2011	19230	3
AEW49	AEW49	fine_roots_N	fine_roots_N	13.199368378	2011	19230	3
SEW05	SEW5	fine_roots_N	fine_roots_N	15.7075113116	2011	19230	3
SEW48	SEW48	fine_roots_N	fine_roots_N	10.9134206024	2011	19230	3
SEW35	SEW35	fine_roots_N	fine_roots_N	11.7152870623	2011	19230	3
SEW01	SEW1	fine_roots_N	fine_roots_N	11.5546003526	2011	19230	3
AEW13	AEW13	fine_roots_N	fine_roots_N	11.2937315341	2011	19230	3
HEW47	HEW47	fine_roots_N	fine_roots_N	12.3554376713	2011	19230	3
SEW13	SEW13	fine_roots_N	fine_roots_N	11.2467761479	2011	19230	3
HEW37	HEW37	fine_roots_N	fine_roots_N	12.9183961948	2011	19230	3
HEW05	HEW5	fine_roots_N	fine_roots_N	13.631049181	2011	19230	3
SEW23	SEW23	fine_roots_N	fine_roots_N	16.0730913342	2011	19230	3
HEW34	HEW34	fine_roots_N	fine_roots_N	12.4833252015	2011	19230	3
HEW38	HEW38	fine_roots_N	fine_roots_N	19.3985201033	2011	19230	3
HEW03	HEW3	fine_roots_N	fine_roots_N	13.635176384	2011	19230	3
HEW24	HEW24	fine_roots_N	fine_roots_N	11.8013454312	2011	19230	3
SEW01	SEW1	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.4991171268	2017	4444	4444
SEW31	SEW31	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.3268140861	2017	4444	4444
AEW22	AEW22	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.7036714206	2017	4444	4444
AEW26	AEW26	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW30	SEW30	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.467626598	2017	4444	4444
AEW19	AEW19	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW20	AEW20	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW17	AEW17	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	6.4074053118	2017	4444	4444
HEW08	HEW8	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	7.1734438025	2017	4444	4444
HEW38	HEW38	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9945013636	2017	4444	4444
SEW16	SEW16	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW31	HEW31	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.2008066689	2017	4444	4444
SEW20	SEW20	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	0.613311584	2017	4444	4444
AEW23	AEW23	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.5830370991	2017	4444	4444
AEW44	AEW44	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9584879493	2017	4444	4444
SEW33	SEW33	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.7648570405	2017	4444	4444
HEW13	HEW13	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW36	SEW36	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	10.0738778589	2017	4444	4444
AEW30	AEW30	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW22	SEW22	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	6.1117306314	2017	4444	4444
HEW32	HEW32	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.1045676496	2017	4444	4444
HEW42	HEW42	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	5.1814709726	2017	4444	4444
HEW12	HEW12	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.4446834697	2017	4444	4444
SEW21	SEW21	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.3857841696	2017	4444	4444
HEW41	HEW41	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.2321614116	2017	4444	4444
HEW11	HEW11	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.1263396348	2017	4444	4444
HEW51	HEW51	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.1721651865	2017	4444	4444
AEW16	AEW16	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.7311608691	2017	4444	4444
AEW50	AEW50	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	6.0902323543	2017	4444	4444
HEW27	HEW27	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.7249001795	2017	4444	4444
SEW06	SEW6	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.173316637	2017	4444	4444
AEW18	AEW18	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW09	HEW9	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.4764881667	2017	4444	4444
AEW21	AEW21	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW45	AEW45	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.6738386671	2017	4444	4444
SEW18	SEW18	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.4089750996	2017	4444	4444
AEW28	AEW28	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9814329332	2017	4444	4444
HEW45	HEW45	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.1425009009	2017	4444	4444
SEW17	SEW17	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.7596123691	2017	4444	4444
SEW34	SEW34	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.5400913467	2017	4444	4444
HEW14	HEW14	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.2381346623	2017	4444	4444
SEW37	SEW37	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	5.4348939709	2017	4444	4444
SEW03	SEW3	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	0.9967846374	2017	4444	4444
SEW23	SEW23	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	9.3588960447	2017	4444	4444
AEW36	AEW36	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW33	HEW33	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.8357381283	2017	4444	4444
AEW25	AEW25	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.6873782721	2017	4444	4444
SEW32	SEW32	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.4620284469	2017	4444	4444
SEW35	SEW35	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.7894423891	2017	4444	4444
SEW42	SEW42	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.0176501605	2017	4444	4444
AEW31	AEW31	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW11	AEW11	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW01	HEW1	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW11	SEW11	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	0.8334304341	2017	4444	4444
AEW10	AEW10	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW21	HEW21	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.012796392	2017	4444	4444
HEW40	HEW40	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.9860767565	2017	4444	4444
SEW19	SEW19	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	0.8894033934	2017	4444	4444
AEW49	AEW49	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW02	SEW2	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.9548266209	2017	4444	4444
HEW39	HEW39	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.8837592503	2017	4444	4444
HEW22	HEW22	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9732196616	2017	4444	4444
SEW28	SEW28	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW08	SEW8	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	6.7657299175	2017	4444	4444
AEW38	AEW38	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.6591793373	2017	4444	4444
SEW38	SEW38	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	8.3487467321	2017	4444	4444
HEW28	HEW28	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.1337871189	2017	4444	4444
AEW27	AEW27	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW37	HEW37	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.032223647	2017	4444	4444
SEW27	SEW27	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	6.5915361566	2017	4444	4444
HEW07	HEW7	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9264421009	2017	4444	4444
AEW46	AEW46	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.3129328011	2017	4444	4444
SEW29	SEW29	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9779688901	2017	4444	4444
SEW05	SEW5	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.6744544159	2017	4444	4444
HEW46	HEW46	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.6562841521	2017	4444	4444
AEW35	AEW35	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW24	AEW24	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.264370659	2017	4444	4444
SEW14	SEW14	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	0.7896876189	2017	4444	4444
HEW35	HEW35	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.2901086149	2017	4444	4444
SEW04	SEW4	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.258723151	2017	4444	4444
SEW24	SEW24	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	6.9069647213	2017	4444	4444
HEW44	HEW44	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW34	HEW34	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.6519071452	2017	4444	4444
AEW33	AEW33	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW43	HEW43	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.8188209644	2017	4444	4444
HEW23	HEW23	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.4194074157	2017	4444	4444
SEW43	SEW43	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.4247824704	2017	4444	4444
AEW32	AEW32	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW02	HEW2	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW29	HEW29	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.8671889474	2017	4444	4444
AEW01	AEW1	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW42	AEW42	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW48	AEW48	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW45	SEW45	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	16.7751915408	2017	4444	4444
AEW41	AEW41	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW41	SEW41	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.0026541528	2017	4444	4444
HEW10	HEW10	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.8594378428	2017	4444	4444
SEW10	SEW10	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.1418955182	2017	4444	4444
HEW30	HEW30	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.2292890332	2017	4444	4444
SEW50	SEW50	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.6294355478	2017	4444	4444
AEW29	AEW29	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW39	AEW39	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.2740616679	2017	4444	4444
HEW36	HEW36	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.7056470357	2017	4444	4444
HEW19	HEW19	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.8868142876	2017	4444	4444
HEW49	HEW49	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9848865943	2017	4444	4444
HEW25	HEW25	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.8481395608	2017	4444	4444
HEW05	HEW5	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.5747820284	2017	4444	4444
SEW07	SEW7	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	7.3565789168	2017	4444	4444
AEW37	AEW37	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	5.1952313094	2017	4444	4444
SEW44	SEW44	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.5841896106	2017	4444	4444
HEW17	HEW17	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.8371227702	2017	4444	4444
HEW47	HEW47	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.013863687	2017	4444	4444
HEW03	HEW3	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW16	HEW16	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.7313686313	2017	4444	4444
HEW26	HEW26	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.3254543474	2017	4444	4444
AEW12	AEW12	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW05	AEW5	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW15	HEW15	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.2000892914	2017	4444	4444
AEW08	AEW8	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.6976627001	2017	4444	4444
AEW15	AEW15	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.1881265196	2017	4444	4444
AEW34	AEW34	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW24	HEW24	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.5956687508	2017	4444	4444
AEW47	AEW47	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW03	AEW3	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW47	SEW47	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.8358920697	2017	4444	4444
AEW40	AEW40	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
SEW40	SEW40	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.8713362898	2017	4444	4444
AEW02	AEW2	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW50	HEW50	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9569646975	2017	4444	4444
SEW39	SEW39	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.1960255552	2017	4444	4444
SEW12	SEW12	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.0588449941	2017	4444	4444
SEW25	SEW25	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	10.2114749088	2017	4444	4444
HEW04	HEW4	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.7339846385	2017	4444	4444
AEW07	AEW7	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.6000005266	2017	4444	4444
HEW18	HEW18	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.5961448845	2017	4444	4444
SEW48	SEW48	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	10.1666325075	2017	4444	4444
SEW09	SEW9	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	7.9944693942	2017	4444	4444
SEW15	SEW15	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	1.5001775207	2017	4444	4444
AEW06	AEW6	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW13	AEW13	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW04	AEW4	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.2307527355	2017	4444	4444
HEW48	HEW48	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.9169440522	2017	4444	4444
SEW46	SEW46	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	6.5268297315	2017	4444	4444
SEW49	SEW49	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	4.0562903844	2017	4444	4444
HEW06	HEW6	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	2.5062690483	2017	4444	4444
SEW26	SEW26	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	6.4677922633	2017	4444	4444
SEW13	SEW13	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.1489861122	2017	4444	4444
AEW14	AEW14	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW09	AEW9	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
AEW43	AEW43	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	NA	2017	4444	4444
HEW20	HEW20	insect_herbivory_total_damaged_area	insect_herbivory_total_damaged_area	3.4016530682	2017	4444	4444
SEW33	SEW33	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
SEW21	SEW21	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.8089515989	2017	4444	4444
SEW34	SEW34	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
HEW09	HEW9	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
HEW10	HEW10	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.8902319036	2017	4444	4444
AEW30	AEW30	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW11	AEW11	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
HEW02	HEW2	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
SEW36	SEW36	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW22	AEW22	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW27	AEW27	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW23	AEW23	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
HEW41	HEW41	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.8069655925	2017	4444	4444
AEW31	AEW31	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
SEW16	SEW16	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW39	AEW39	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
SEW06	SEW6	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.6666142015	2017	4444	4444
SEW30	SEW30	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW21	AEW21	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW45	AEW45	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
HEW38	HEW38	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.823697683	2017	4444	4444
SEW31	SEW31	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	1.4598542037	2017	4444	4444
SEW17	SEW17	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.0253558831	2017	4444	4444
HEW14	HEW14	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
SEW20	SEW20	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.1663294613	2017	4444	4444
SEW03	SEW3	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	2.1145482909	2017	4444	4444
HEW13	HEW13	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
HEW43	HEW43	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW46	AEW46	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
SEW01	SEW1	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
HEW08	HEW8	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.7610862983	2017	4444	4444
SEW28	SEW28	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW01	AEW1	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
SEW42	SEW42	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW44	AEW44	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW24	AEW24	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
AEW20	AEW20	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	NA	2017	4444	4444
HEW31	HEW31	insect_herbivory_total_damaged_area_H	insect_herbivory_total_damaged_area_H	0.794666725	2017	4444	4444
